225	4	2	10	1	2								
4	0	2	4	6

Individual	Population	X	Y	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
I.1	1	 1	 1	11	55	33	22	11	12	11	33	21	25
I.2	1	 2	 1	11	22	33	22	11	11	11	33	22	44
I.3	1	 3	 1	33	55	32	22	11	22	66	33	22	55
I.4	1	 4	 1	14	55	22	11	11	22	44	33	21	22
I.5	1	 5	 1	44	22	22	22	44	11	22	33	33	55
I.6	1	 6	 1	44	22	22	22	33	12	22	44	11	55
I.7	1	 7	 1	12	33	33	11	43	11	22	33	22	55
I.8	1	 8	 1	11	33	22	22	11	11	11	11	11	11
I.9	1	 9	 1	11	33	22	22	11	22	22	11	22	22
I.10	1	10	 1	22	53	11	11	33	22	11	33	22	33
I.11	1	11	 1	11	22	33	22	22	22	11	22	11	13
I.12	1	12	 1	11	22	14	11	11	12	33	42	11	44
I.13	1	13	 1	33	55	44	11	12	11	11	44	11	22
I.14	1	14	 1	22	55	44	22	22	11	33	44	11	22
I.15	1	15	 1	22	22	44	21	22	12	33	44	22	22
I.16	1	 1	 2	11	55	33	22	14	22	44	22	13	55
I.17	1	 2	 2	13	52	31	22	11	12	14	33	33	55
I.18	1	 3	 2	33	55	33	22	22	22	11	22	13	22
I.19	1	 4	 2	11	55	33	22	22	22	44	44	11	22
I.20	1	 5	 2	44	44	22	11	11	22	44	33	33	44
I.21	1	 6	 2	22	44	33	11	22	22	55	11	11	55
I.22	1	 7	 2	11	33	33	22	43	22	22	33	11	55
I.23	1	 8	 2	22	33	11	22	43	22	11	33	33	55
I.24	1	 9	 2	11	22	11	21	11	11	11	44	33	11
I.25	1	10	 2	33	11	44	21	11	33	55	22	11	44
I.26	1	11	 2	22	11	33	22	11	33	11	33	11	11
I.27	1	12	 2	34	33	11	22	22	22	33	41	11	44
I.28	1	13	 2	44	55	11	22	32	11	33	44	11	22
I.29	1	14	 2	22	44	33	22	22	11	13	33	11	22
I.30	1	15	 2	22	44	33	22	44	22	33	33	11	11
I.31	1	 1	 3	11	44	22	22	44	22	11	33	33	55
I.32	1	 2	 3	11	55	22	22	12	22	44	22	33	43
I.33	1	 3	 3	12	22	22	22	22	22	14	22	33	33
I.34	1	 4	 3	33	44	31	11	22	22	33	22	33	55
I.35	1	 5	 3	42	22	22	11	22	22	44	22	11	11
I.36	1	 6	 3	33	55	33	22	44	22	55	11	11	55
I.37	1	 7	 3	22	33	33	22	22	11	44	33	13	55
I.38	1	 8	 3	22	11	33	22	44	11	33	44	13	55
I.39	1	 9	 3	33	55	11	22	44	11	22	44	22	22
I.40	4	10	 3	22	44	11	22	11	33	22	11	22	22
I.41	4	11	 3	42	11	11	22	44	33	66	12	23	22
I.42	4	12	 3	42	33	11	22	43	33	66	11	13	44
I.43	1	13	 3	44	33	22	22	44	11	22	11	22	55
I.44	1	14	 3	22	33	33	11	33	11	44	11	33	11
I.45	1	15	 3	22	44	33	11	44	11	66	22	11	11
I.46	1	 1	 4	11	54	33	22	44	22	44	22	33	22
I.47	3	 2	 4	22	55	22	11	14	22	44	22	33	23
I.48	3	 3	 4	22	22	11	11	42	22	33	22	33	33
I.49	3	 4	 4	13	23	14	21	14	22	44	22	13	51
I.50	1	 5	 4	22	44	44	11	11	22	11	33	11	11
